"Date","Time","CO(GT)","PT08.S1(CO)","NMHC(GT)","C6H6(GT)","PT08.S2(NMHC)","NOx(GT)","PT08.S3(NOx)","NO2(GT)","PT08.S4(NO2)","PT08.S5(O3)","T","RH","AH"
2004-07-06,1899-12-31 22:00:00,2.1,1055.5,-200,12.8387149441326,1078.25,137,764.5,108,1668,1271.75,28.799999713898,25.125000476837,0.979302195783186
2004-07-06,1899-12-31 23:00:00,2.4,1138,-200,14.3446899978415,1127.75,133,681.25,110,1737,1489.5,27.800000190735,29.949999809265,1.10182050012782
2004-07-07,1899-12-31 00:00:00,2.1,1112.25,-200,14.3446899978415,1127.75,117,675,99,1770.75,1440,26.924999713898,32.550000667572,1.13806790350963
2004-07-07,1899-12-31 01:00:00,1.6,992.25,-200,9.22234663980202,948,106,772.75,95,1608.75,1271,26.324999809265,33.699999809265,1.13768043690535
2004-07-07,1899-12-31 02:00:00,0.8,895,-200,5.0611213203826,766.5,55,931.25,69,1462.75,985,25.72500038147,33.949999809265,1.10647659380651
2004-07-07,1899-12-31 03:00:00,0.5,842.75,-200,3.03990285654735,654.5,-200,1046.25,-200,1377,825.75,24.77499961853,36.049999237061,1.11090206591028
2004-07-07,1899-12-31 04:00:00,0.4,828.25,-200,2.60044526991147,626.25,27,1073.25,45,1362,754,25.47500038147,34.550001144409,1.10958966043621
2004-07-07,1899-12-31 05:00:00,0.5,893.5,-200,3.95987643272315,708.5,46,996.5,53,1431.5,853.25,23.950000286102,37.750000953674,1.10772215212377
2004-07-07,1899-12-31 06:00:00,1.3,1072,-200,9.94996465836645,975.75,144,739.75,88,1672.5,1339.75,23.924999713898,39.324998855591,1.15222313925822
2004-07-07,1899-12-31 07:00:00,4.1,1425,-200,27.2880812223311,1486,392,512,136,2305,1869,24.75,38.375000953674,1.18080045865462
2004-07-07,1899-12-31 08:00:00,4.1,1428,-200,27.8744701171642,1500.25,358,496.25,141,2275.25,2020.75,26.949999809265,34.375,1.20363001730629
2004-07-07,1899-12-31 09:00:00,4,1358.75,-200,24.4558750476442,1415.25,381,571.5,189,2080.5,1902.25,29.574999809265,28.72500038147,1.17059452808872
2004-07-07,1899-12-31 10:00:00,2.2,1181.5,-200,14.1661065173519,1122,261,729.5,166,1707.25,1526.75,34.575000286102,21.099999904633,1.13981333522568
2004-07-07,1899-12-31 11:00:00,2,1117,-200,11.8601785184833,1044.75,207,760.75,154,1622.5,1260.25,38.25,16.974999904633,1.12155627389264
2004-07-07,1899-12-31 12:00:00,2,1118.75,-200,13.1222107012824,1087.75,155,741.25,149,1640.25,1123.75,40.39999961853,14.475000143051,1.07360845889801
2004-07-07,1899-12-31 13:00:00,2.2,1067.5,-200,15.1162699283633,1152.25,193,739,142,1682.75,1308.75,42.625,9.5999999046326,0.801209391604185
2004-07-07,1899-12-31 14:00:00,2.2,1089.5,-200,14.0964857998777,1119.75,195,742.5,130,1628.75,1283,42.5,10.224999904633,0.847770321128311
2004-07-07,1899-12-31 15:00:00,1.8,1055.75,-200,11.2777540500341,1024.25,159,791.5,121,1555,1068.25,40.974999427795,11.599999904633,0.887153253344295
2004-07-07,1899-12-31 16:00:00,1.8,1097.5,-200,10.7904878628031,1006.75,120,799.25,116,1545.5,936.75,41.300000190735,13.049999952316,1.01544069454481
2004-07-07,1899-12-31 17:00:00,3.3,1318,-200,21.5436357202555,1338.75,228,634.5,177,1925,1416.25,39.175000190735,14.549999713898,1.01056358221052
2004-07-07,1899-12-31 18:00:00,4.3,1347.75,-200,21.8407977121381,1346.75,348,599.25,233,1903.25,1610.75,36.85000038147,17.900000333786,1.09595031538035
2004-07-07,1899-12-31 19:00:00,5.3,1501.75,-200,29.7822440310962,1545.75,337,538,223,2198.75,1919,35.574999809265,20.400000095367,1.16462575366892
2004-07-07,1899-12-31 20:00:00,4.3,1373,-200,22.478019332398,1363.75,282,596.75,184,2004.5,1744.5,33.72500038147,22.625,1.16576924815046
2004-07-07,1899-12-31 21:00:00,3.6,1396.75,-200,21.8221742570108,1346.25,228,579.75,165,2017.25,1837,31.525000095367,27.825000286102,1.26706132559667
2004-07-07,1899-12-31 22:00:00,2.4,1285.5,-200,17.145240955367,1214.25,168,619.75,132,1879.5,1759.25,31.125000476837,29.324999809265,1.30545056434895
2004-07-07,1899-12-31 23:00:00,2.1,1222.3333333333,-200,15.4067010806427,1161.3333333333,173,661,122,1827,1593,30.166666666667,30.900000254313,1.30256715935978
2004-07-08,1899-12-31 00:00:00,1.2,1069,-200,10.1506498652041,983.25,87,748.5,88,1626.5,1356.5,29.849999904633,30.199999809265,1.25023222778268
2004-07-08,1899-12-31 01:00:00,0.9,1011.25,-200,7.17116435130133,864.25,65,808.75,79,1531.75,1230.75,28.375000476837,32.500000953674,1.23608495864527
2004-07-08,1899-12-31 02:00:00,0.6,961.5,-200,5.81236200880325,803,43,852.5,60,1507,1065.75,27.549999713898,33.950000762939,1.23098722836925
2004-07-08,1899-12-31 03:00:00,0.5,919,-200,4.2243693356581,723,-200,910,-200,1442.5,991.75,26.775000095367,35.324999809265,1.22432965715916
2004-07-08,1899-12-31 04:00:00,-200,969,-200,5.10113431794159,768.5,43,865.75,60,1484.75,1062.5,24.525000095367,40.35000038147,1.22513827272542
2004-07-08,1899-12-31 05:00:00,0.6,985.5,-200,5.41577546769362,784,66,839,74,1502.75,1204,25.599999904633,38.77499961853,1.25447358875624
2004-07-08,1899-12-31 06:00:00,0.6,989.75,-200,6.20448714915602,821.25,57,848.25,62,1511,1079.25,27.5,34.625,1.25182101872242
2004-07-08,1899-12-31 07:00:00,2.2,1296.25,-200,16.9441409200085,1208.25,231,602.75,115,1914.25,1593,25.875,37.375,1.22888541304314
2004-07-08,1899-12-31 08:00:00,3.2,1370.5,-200,23.2472341842758,1384,219,545.25,119,2081.5,1744.75,28.499999523163,32.474999904633,1.24407995429573
2004-07-08,1899-12-31 09:00:00,3,1384.75,-200,18.0283309470987,1240.25,288,595.75,155,1918.75,1847.25,29.474999904633,32.650000572205,1.32294036785438
2004-07-08,1899-12-31 10:00:00,2.7,1380.5,-200,17.5844225122001,1227.25,312,594.75,162,1903,1844.5,29.849999904633,33.074999809265,1.36925268068256
2004-07-08,1899-12-31 11:00:00,3.2,1396,-200,20.336245340449,1305.75,361,587.25,189,1934.25,1886.25,33.39999961853,26.849999904633,1.35859344310527
2004-07-08,1899-12-31 12:00:00,1.4,1069.75,-200,10.6118444604737,1000.25,147,800.5,115,1537.75,1039,40.275000572205,15.75,1.16039877363542
2004-07-08,1899-12-31 13:00:00,1.3,1075.75,-200,9.85026336027343,972,111,818.75,109,1525.25,922.5,41.77499961853,15.025000095367,1.19893909125011
2004-07-08,1899-12-31 14:00:00,1.4,1126,-200,10.7216284102969,1004.25,98,787.5,108,1609.25,925.75,41.074999809265,15.700000047684,1.20712073610992
2004-07-08,1899-12-31 15:00:00,2.1,1225.25,-200,16.5449798904016,1196.25,156,673,145,1774.75,1277.25,41.925000190735,14.849999904633,1.19441854914484
2004-07-08,1899-12-31 16:00:00,2.4,1202,-200,16.8773324703962,1206.25,213,670.5,167,1807,1300.5,40.900000572205,14.624999761581,1.1140451800612
2004-07-08,1899-12-31 17:00:00,3.1,1307.75,-200,20.4810129122786,1309.75,250,628.25,200,1891.25,1384.5,39.14999961853,16.874999761581,1.17046898895147
2004-07-08,1899-12-31 18:00:00,3.5,1440.25,-200,19.4325286655531,1280.5,253,580,178,2021,1474.25,36.39999961853,27.300000190735,1.63082040112613
2004-07-08,1899-12-31 19:00:00,5.1,1610.5,-200,30.0271603933344,1551.5,317,487,206,2370.75,1948,34.924999237061,29.25,1.61100390716282
2004-07-08,1899-12-31 20:00:00,4.5,1386.5,-200,24.5928665939409,1418.75,309,558.5,192,2112.75,1676.75,33.574999809265,26.449999809265,1.35149794616979
2004-07-08,1899-12-31 21:00:00,2.9,1268.25,-200,16.8523083168087,1205.5,201,648,137,1899.5,1433.5,32.200000286102,27.574999809265,1.30444143367957
2004-07-08,1899-12-31 22:00:00,2.6,1236.75,-200,15.8399893555857,1174.75,173,659.75,128,1833.5,1424,30.474999904633,29.699999809265,1.27418776720796
2004-07-08,1899-12-31 23:00:00,2.7,1301.5,-200,16.5863697950559,1197.5,156,628,121,1933.75,1503.5,29.424999713898,35.60000038147,1.43834069831974
2004-07-09,1899-12-31 00:00:00,3.2,1347.25,-200,19.4768546774715,1281.75,190,574.5,136,1996.25,1660.5,29.099999904633,34.800000190735,1.38002353514868
2004-07-09,1899-12-31 01:00:00,2.3,1355,-200,16.6112248974235,1198.25,129,563.5,109,1905,1713.5,27.749999523163,41.899998664856,1.53698208001442
2004-07-09,1899-12-31 02:00:00,1,1023.25,-200,6.22083493431058,822,65,822.75,74,1585.25,1049.75,27.925000190735,41.625,1.54246199555961
2004-07-09,1899-12-31 03:00:00,0.5,902.5,-200,2.67609058782946,631.25,-200,1070.25,-200,1457.75,550,27.75,43.72500038147,1.60392711300752
2004-07-09,1899-12-31 04:00:00,0.4,875.75,-200,2.29290142296294,605.25,29,1144,40,1431.75,455.75,27.400000095367,42.224999427795,1.51774298750688
2004-07-09,1899-12-31 05:00:00,0.6,932,-200,3.92844886848938,706.75,58,1011.25,61,1508.75,554,26.625,42.824999809265,1.47132556561173
2004-07-09,1899-12-31 06:00:00,1,1020,-200,7.20015425862681,865.5,92,846.5,83,1636,744,26.875,40.27499961853,1.40406157545262
2004-07-09,1899-12-31 07:00:00,2.9,1263.75,-200,18.0540849035895,1241,228,608.5,129,1988.5,1280,27,37.25,1.30810475178685
2004-07-09,1899-12-31 08:00:00,2.7,1179.25,-200,15.1321956544686,1152.75,172,654,-200,1876.5,1096,27.000000476837,35.300000190735,1.23962682606737
2004-07-09,1899-12-31 09:00:00,1.8,1078.75,-200,9.69822027085225,966.25,154,784.5,115,1639.75,926.5,27.449999809265,32.025000095367,1.15446258817895
2004-07-09,1899-12-31 10:00:00,1.8,1036.25,-200,9.39066519251641,954.5,166,828.75,130,1527,839.5,30.450000286102,24.724999904633,1.05924101501551
2004-07-09,1899-12-31 11:00:00,1.7,1001.75,-200,9.64557222773208,964.25,149,827.5,137,1545.5,785.5,32.900000572205,20.125000476837,0.99020994667547
2004-07-09,1899-12-31 12:00:00,1.5,995,-200,9.51448708485656,959.25,111,856,116,1543.75,690.25,33.949999809265,18.375,0.958729510231845
2004-07-09,1899-12-31 13:00:00,1.7,1008.25,-200,9.57338076470358,961.5,145,844.75,129,1545.25,741.75,34.399998664856,19.300000190735,1.03250373367759
2004-07-09,1899-12-31 14:00:00,1.3,978,-200,9.57993406915619,961.75,105,846,117,1527.25,679.5,34.249999046326,19.60000038147,1.03985330640959
2004-07-09,1899-12-31 15:00:00,1.5,989.25,-200,10.3327252940897,990,113,822,138,1577.25,705,33.200000762939,20.375,1.01949732024317
2004-07-09,1899-12-31 16:00:00,1.5,961.25,-200,10.1842633921873,984.5,115,844.75,139,1553.5,676.75,32.425000190735,19.099999904633,0.915043439993895
2004-07-09,1899-12-31 17:00:00,2.3,1009.25,-200,13.965379207809,1115.5,202,779.25,180,1602,877,32.249999046326,17.125,0.812385905755257
2004-07-09,1899-12-31 18:00:00,2.2,970.25,-200,14.0038857484108,1116.75,180,785.75,162,1579,843.75,30.950000286102,17.074999809265,0.752609935220254
2004-07-09,1899-12-31 19:00:00,2.8,1096.75,-200,16.6443897128229,1199.25,190,699.25,158,1737.5,1006.25,28.25,24.924999713898,0.94115962321129
2004-07-09,1899-12-31 20:00:00,2.7,1065.25,-200,13.6360912250898,1104.75,207,722.75,162,1672,986.5,26.550000190735,30.200000286102,1.03303382224285
2004-07-09,1899-12-31 21:00:00,1.7,1036.25,-200,10.2179242838771,985.75,113,776.25,112,1613.5,867.5,24.800000190735,36.800000190735,1.13569222547076
2004-07-09,1899-12-31 22:00:00,1.5,1048.5,-200,9.4753107382584,957.75,98,794,104,1647.5,861.25,23.650000095367,43.35000038147,1.24952217276137
2004-07-09,1899-12-31 23:00:00,2.3,1146.75,-200,11.8028067882818,1042.75,152,726.75,125,1718.75,1042.25,23.02499961853,46.150000572205,1.28147887356044
2004-07-10,1899-12-31 00:00:00,2.3,1117.5,-200,12.9577598111948,1082.25,161,694.25,127,1791.75,1080,22.674999713898,47.72500038147,1.29770291099231
2004-07-10,1899-12-31 01:00:00,1.5,1016.25,-200,9.61929403571336,963.25,91,775.75,95,1661.25,810.75,22.199999809265,49.499999046326,1.30808467337056
2004-07-10,1899-12-31 02:00:00,1,940,-200,6.7366761200016,845.25,57,845,70,1538.5,704,21.624999523163,51.925001144409,1.32539327547232
2004-07-10,1899-12-31 03:00:00,0.5,836,-200,2.86139703513053,643.25,-200,1113.75,-200,1404.5,521.75,22.275000095367,50.39999961853,1.33789350260012
2004-07-10,1899-12-31 04:00:00,0.3,831.25,-200,2.58917830277434,625.5,22,1125.5,33,1405.5,483.75,22.449999809265,49.699999809265,1.33326856969522
2004-07-10,1899-12-31 05:00:00,0.4,876.5,-200,4.00044006501246,710.75,41,1018,45,1474.5,580.25,21.675000190735,51.999999046326,1.33132384197401
2004-07-10,1899-12-31 06:00:00,0.5,871.5,-200,4.25214596105252,724.5,53,976,56,1470.75,667.75,21.125000476837,53.22500038147,1.31806954843514
2004-07-10,1899-12-31 07:00:00,0.9,958,-200,5.85480151426304,805,92,886,74,1551,834.75,21.974999904633,51,1.32957809581534
2004-07-10,1899-12-31 08:00:00,1.1,958.75,-200,6.787523688906,847.5,91,858.5,84,1572.25,738.5,25.025000095367,41.599999427795,1.3010141746205
2004-07-10,1899-12-31 09:00:00,1.4,997,-200,8.84521915719665,933.25,89,799,93,1611.5,763.25,26.724999904633,36.449999809265,1.25963838852166
2004-07-10,1899-12-31 10:00:00,1.1,915.5,-200,6.69161519619792,843.25,81,891.25,97,1510.75,613.5,29.074999809265,29.675000190735,1.17509729730681
2004-07-10,1899-12-31 11:00:00,0.9,895,-200,6.41843653094434,831,66,945.75,83,1473,566.25,31.224999904633,23.425000190735,1.04873180935671
2004-07-10,1899-12-31 12:00:00,0.8,854.5,-200,6.00974652408878,812.25,53,981.75,71,1416.25,508,32.375,20.525000095367,0.980550911138714
2004-07-10,1899-12-31 13:00:00,0.8,860.75,-200,5.982908820689,811,61,996.75,78,1408.75,508.75,33.25,19.200000286102,0.963395199858876
2004-07-10,1899-12-31 14:00:00,0.6,821,-200,5.04448889952604,765.66666666667,48,1070.6666666667,62,1323.3333333333,456.66666666667,33.13333384196,16.833333333333,0.839147394975232
2004-07-10,1899-12-31 15:00:00,0.6,835.25,-200,4.36402744345705,730.5,39,1108,54,1322.75,437.5,33.10000038147,18.25,0.908072574761771
2004-07-10,1899-12-31 16:00:00,0.5,813,-200,4.3968926543096,732.25,41,1117.5,59,1303.25,427.25,32.39999961853,17.974999904633,0.859936926528499
2004-07-10,1899-12-31 17:00:00,0.7,832.5,-200,5.45180293144635,785.75,48,1063.5,69,1328,453.25,31.75,18.699999809265,0.862437707929885
2004-07-10,1899-12-31 18:00:00,0.8,858.5,-200,5.80177270496626,802.5,50,1032,67,1362.75,479.25,30.250000476837,21.400000095367,0.906401397819584
2004-07-10,1899-12-31 19:00:00,0.9,886.5,-200,5.28793839309669,777.75,51,977.5,58,1387,500.25,27.174999713898,28.22500038147,1.00133099104452
2004-07-10,1899-12-31 20:00:00,1.3,969.75,-200,8.01984793446924,900,70,855.5,77,1558.5,646.5,26.099999904633,33.699999809265,1.12277956242645
2004-07-10,1899-12-31 21:00:00,1.3,990.25,-200,7.20015425862681,865.5,89,866,94,1551.25,727.75,24.724999904633,38.825000762939,1.19288084826861
2004-07-10,1899-12-31 22:00:00,1.4,1022,-200,8.00162898062799,899.25,100,845.75,97,1588,820,23.449999809265,43.150000572205,1.22900673782851
2004-07-10,1899-12-31 23:00:00,1.9,1075,-200,10.4005105823635,992.5,139,780.5,110,1681.5,945.75,23.074999809265,44.224999427795,1.23170671463409
2004-07-11,1899-12-31 00:00:00,2.3,1088.25,-200,11.5674034750176,1034.5,176,751.25,116,1712.5,1018.25,22.650000095367,45.300000190735,1.22991750729418
2004-07-11,1899-12-31 01:00:00,1,925,-200,6.40738960277856,830.5,71,879.5,74,1513,788.75,21.625,47.47500038147,1.21180638777352
2004-07-11,1899-12-31 02:00:00,0.5,853.25,-200,4.08665243177194,715.5,37,993.75,51,1422.5,646.5,22,45.825000762939,1.19646696710615
2004-07-11,1899-12-31 03:00:00,1,917.75,-200,6.39635078846959,830,-200,874.5,-200,1548.25,785.25,20.35000038147,51.349999427795,1.21310620324029
2004-07-11,1899-12-31 04:00:00,0.4,796,-200,2.7449604638164,635.75,30,1092,40,1386.5,576,20.550000190735,50.349999427795,1.20406322415413
2004-07-11,1899-12-31 05:00:00,0.3,796.25,-200,2.61926987611744,627.5,29,1136.25,36,1385.25,554.75,20.575000286102,50.599999427795,1.21188458201765
2004-07-11,1899-12-31 06:00:00,0.2,795,-200,2.30717123408418,606.25,25,1151.5,35,1369.25,551.5,21.25,48.849999427795,1.218927280485
2004-07-11,1899-12-31 07:00:00,0.4,842.25,-200,3.05599251157279,655.5,40,1080.25,48,1427.25,619.75,20.400000095367,52.625,1.24702172507338
2004-07-11,1899-12-31 08:00:00,0.3,849.5,-200,3.11665086122303,659.25,32,1077,38,1401.75,557.25,23.525000095367,44.025000572205,1.25955367189349
2004-07-11,1899-12-31 09:00:00,0.6,884.25,-200,3.95987643272315,708.5,43,1026.5,54,1441.75,556.25,25.700000286102,37.89999961853,1.23339824900636
2004-07-11,1899-12-31 10:00:00,0.6,907.25,-200,4.56757083118779,741.25,44,983.25,57,1486.25,572.75,27.874999523163,33.64999961853,1.24333198418373
2004-07-11,1899-12-31 11:00:00,0.6,846,-200,3.85701577329971,702.75,35,1033.5,54,1379.5,513.5,28.950000286102,28.275000095367,1.11163813558913
2004-07-11,1899-12-31 12:00:00,0.5,827.25,-200,3.75531150424751,697,32,1069.75,46,1371,477.5,29.5,25.85000038147,1.04891459714872
2004-07-11,1899-12-31 13:00:00,0.4,803.75,-200,2.75265868955784,636.25,21,1185,36,1320.75,424,31.849999904633,22.349999904633,1.03661146813169
2004-07-11,1899-12-31 14:00:00,0.2,774.5,-200,2.49609955651924,619.25,10,1253.5,19,1272,386,32.249999046326,20,0.948771860736067
2004-07-11,1899-12-31 15:00:00,0.4,802,-200,2.97988950423421,650.75,22,1205.75,34,1281.5,402.5,32.375,19.299999713898,0.922028366212352
2004-07-11,1899-12-31 16:00:00,0.6,843.5,-200,4.74586948184848,750.5,46,1063.5,63,1326.5,461.5,33.02499961853,17.674999713898,0.875775853115
2004-07-11,1899-12-31 17:00:00,0.9,880.5,-200,5.03618144346172,765.25,66,1029.25,86,1359.25,488.5,31.999999046326,19.825000286102,0.927314768743134
2004-07-11,1899-12-31 18:00:00,0.7,877.25,-200,4.45820670299022,735.5,49,1076.75,65,1346.75,462.75,29.574999809265,24.125,0.983136383467477
2004-07-11,1899-12-31 19:00:00,1.2,931,-200,7.66479138748536,885.25,86,892,101,1466.75,584.5,26.949999809265,27.074999809265,0.948022763316171
2004-07-11,1899-12-31 20:00:00,1.6,1010.5,-200,9.71140136834061,966.75,111,818,116,1565.25,748.25,25.275000095367,30.925000190735,0.981535095089283
2004-07-11,1899-12-31 21:00:00,1.8,1035.25,-200,11.0190559049138,1015,143,756.5,124,1651,939.75,24.174999713898,35.925000190735,1.06836490487354
2004-07-11,1899-12-31 22:00:00,2.4,1152.75,-200,11.7741654104936,1041.75,184,732.5,136,1699.5,1021.75,23.174999713898,43.199999809265,1.21037892983886
2004-07-11,1899-12-31 23:00:00,1.5,1019.5,-200,8.74410616716456,929.25,134,805,108,1614.5,928.75,22.700000286102,43.925000190735,1.19616911191455
2004-07-12,1899-12-31 00:00:00,0.9,954.25,-200,7.52232671074641,879.25,78,837,82,1550,833.5,21.624999523163,44.049999237061,1.12438269593852
2004-07-12,1899-12-31 01:00:00,0.8,902.5,-200,5.74367876588755,799.75,50,911.25,68,1477.75,750.75,20.700000286102,46.39999961853,1.11977729421464
2004-07-12,1899-12-31 02:00:00,0.2,778.75,-200,1.9518462020878,580.5,13,1204,22,1322.75,504.5,21.175000190735,46.224999427795,1.14819627380079
2004-07-12,1899-12-31 03:00:00,0.1,761.25,-200,1.44514543704178,540,-200,1268.5,-200,1303.25,486,22.650000095367,42.325000762939,1.14914479504186
2004-07-12,1899-12-31 04:00:00,-200,779.5,-200,1.79176913818457,568.25,24,1199.75,34,1330.5,501,19.924999713898,51.275000572205,1.18030900669741
2004-07-12,1899-12-31 05:00:00,0.5,835,-200,3.31833083781329,671.5,43,1052.75,43,1423,627.75,20,51.75,1.19671658711086
2004-07-12,1899-12-31 06:00:00,1.4,1003.75,-200,9.3971648895816,954.75,146,757.75,84,1670.5,1042.5,18.474999427795,57.35000038147,1.20762283286617
2004-07-12,1899-12-31 07:00:00,3.3,1271.75,-200,21.1286917856441,1327.5,333,567.25,108,2084.75,1463,19.625,54.325000762939,1.22776707869649
2004-07-12,1899-12-31 08:00:00,3.6,1172.75,-200,17.2461700813682,1217.25,298,625,112,1945,1357.75,21.324999809265,49.675001144409,1.24515704206584
2004-07-12,1899-12-31 09:00:00,1.7,985.5,-200,8.54961206733408,921.5,178,819.75,104,1585.75,970.5,21.674999713898,46.349999427795,1.18667035899532
2004-07-12,1899-12-31 10:00:00,1.5,942,-200,6.82718444076159,849.25,177,907,107,1495.5,893.5,23.375,39.400000572205,1.11718440512677
2004-07-12,1899-12-31 11:00:00,1.6,957,-200,7.42798401065261,875.25,172,891.25,102,1524.5,871,25.72500038147,33.02499961853,1.07632958155129
2004-07-12,1899-12-31 12:00:00,2.1,1024.25,-200,12.0763777633858,1052.25,183,778.75,104,1689.5,952.25,28.549999713898,27.275000095367,1.04789279884636
2004-07-12,1899-12-31 13:00:00,2.1,962.25,-200,9.61272926369702,963,164,835.25,96,1592.25,842.5,27.025000572205,27.89999961853,0.981190351283676
2004-07-12,1899-12-31 14:00:00,1.6,958,-200,7.36927778282449,872.75,122,868,80,1549.75,749.5,24.175000190735,36.875000953674,1.09661677920168
2004-07-12,1899-12-31 15:00:00,1.3,932.75,-200,6.4129120527581,830.75,105,888.25,72,1514,709.5,25.950000286102,34.85000038147,1.15092073140225
2004-07-12,1899-12-31 16:00:00,1.6,942,-200,8.30141341676182,911.5,144,841.5,106,1550.5,814,24.825000286102,33.075000286102,1.02224474265827
2004-07-12,1899-12-31 17:00:00,3.1,1072.75,-200,14.0038857484108,1116.75,220,693.25,119,1762.25,1052.25,24.049999713898,36.27499961853,1.07078956120853
2004-07-12,1899-12-31 18:00:00,3.3,1085.75,-200,15.3238616612596,1158.75,207,685.5,119,1782,1060.25,23.574999809265,35.499999046326,1.01868753230254
2004-07-12,1899-12-31 19:00:00,3.4,1091,-200,15.3879787633903,1160.75,210,682,128,1796.75,1152.75,23.624999523163,35.724999427795,1.02820517355417
2004-07-12,1899-12-31 20:00:00,2.8,979.5,-200,10.859535166937,1009.25,175,786,112,1625,985.75,23.349999904633,34.5,0.976785569530069
2004-07-12,1899-12-31 21:00:00,1.5,903.5,-200,7.46330303099902,876.75,117,890,95,1487.75,780.5,22.474999904633,36.775000572205,0.988021501221757
2004-07-12,1899-12-31 22:00:00,1.3,865,-200,5.18156292876826,772.5,93,991,85,1413.5,652.75,21.300000190735,38.700000762939,0.968589300307803
2004-07-12,1899-12-31 23:00:00,1.6,898.25,-200,7.148008335518,863.25,118,910.5,101,1493.25,776.5,20.85000038147,39.400000572205,0.959554661292188
2004-07-13,1899-12-31 00:00:00,1.5,945.25,-200,7.61717656778205,883.25,132,837.25,94,1562.75,1014.5,19.849999904633,47.699998855591,1.0929907828145
2004-07-13,1899-12-31 01:00:00,1,853.75,-200,5.00135389693943,763.5,88,932.25,76,1475.75,922.25,19.299999713898,51.39999961853,1.13873477729576
2004-07-13,1899-12-31 02:00:00,0.5,750.75,-200,2.0425361955351,587.25,43,1165,50,1352.75,678.25,18.375,53.375,1.1170000048088
2004-07-13,1899-12-31 03:00:00,0.4,722.75,-200,1.48636056191614,543.5,-200,1274,-200,1314.5,583.75,18.825000286102,51.125,1.10003352975546
2004-07-13,1899-12-31 04:00:00,0.6,753.75,-200,2.5034923538874,619.75,44,1101.5,51,1372.25,724.5,16.349999666214,59.849999427795,1.10422466139571
2004-07-13,1899-12-31 05:00:00,0.7,758.33333333333,-200,3.28780478467268,669.66666666667,50,1070.3333333333,42,1365.3333333333,687.66666666667,16.566666285197,56.833333333333,1.06288924058669
2004-07-13,1899-12-31 06:00:00,1.3,873,-200,7.31661206728073,870.5,101,871,62,1528.25,886.5,16.249999761581,57.35000038147,1.05148854618442
2004-07-13,1899-12-31 07:00:00,4,1175.75,-200,23.7951349674339,1398.25,339,566.75,111,2119.75,1494,17.299999713898,54.300000190735,1.06306600974259
2004-07-13,1899-12-31 08:00:00,5,1257.25,-200,27.6475148221193,1494.75,379,523.5,129,2244.75,1646.5,19.224999904633,48.75,1.07506232817763
2004-07-13,1899-12-31 09:00:00,3.6,1136.5,-200,16.6526853227573,1199.5,321,647.75,135,1820.75,1489,21.700000286102,42.35000038147,1.08589962279865
2004-07-13,1899-12-31 10:00:00,2.8,1063.5,-200,14.2824658346612,1125.75,272,711.25,139,1656.25,1360.5,26.400000095367,29.89999961853,1.01383730493395
2004-07-13,1899-12-31 11:00:00,2.6,1026,-200,13.3177005133789,1094.25,278,768.5,134,1628.75,1223.5,31.349999427795,19.14999961853,0.863434444273628
2004-07-13,1899-12-31 12:00:00,2.7,985.75,-200,14.5007546202327,1132.75,253,772.75,141,1618.5,1174,33.675000190735,15.400000095367,0.79128638906384
2004-07-13,1899-12-31 13:00:00,2.3,907.5,-200,11.4752244542889,1031.25,187,856.5,112,1468.75,900.5,34.474999427795,13.325000047684,0.71582917672677
2004-07-13,1899-12-31 14:00:00,2,888,-200,10.7973841428113,1007,149,869.5,105,1447.5,794.25,33.750000476837,13.899999856949,0.717206426274722
2004-07-13,1899-12-31 15:00:00,1.3,842.5,-200,6.38532009007916,829.5,89,995.25,72,1338.5,576.5,30.099999904633,19.425000190735,0.815736213684952
2004-07-13,1899-12-31 16:00:00,1.7,905,-200,8.77565073124079,930.5,124,875.5,90,1460.25,775.75,28.27499961853,21.300000190735,0.805443893695596
2004-07-13,1899-12-31 17:00:00,2.8,1023,-200,14.3135635009126,1126.75,206,760,126,1635.25,981.5,31.875,18.349999904633,0.852289991815241
2004-07-13,1899-12-31 18:00:00,3.8,1125,-200,19.3705445989784,1278.75,241,661.5,154,1840,1255.75,31.950000762939,20.075000286102,0.936364214447799
2004-07-13,1899-12-31 19:00:00,4.9,1210.75,-200,27.1448695699985,1482.5,303,586,173,2091.5,1483,28.949999809265,24.14999961853,0.949462766518565
2004-07-13,1899-12-31 20:00:00,4.3,1140.25,-200,19.716958666054,1288.5,294,633.75,162,1884,1389.75,27.275000095367,27.099999904633,0.967031590621584
2004-07-13,1899-12-31 21:00:00,2.6,1029.25,-200,13.628473245617,1104.5,203,736.5,128,1665.5,1194.75,26.049999713898,28.549999713898,0.948412206610025
2004-07-13,1899-12-31 22:00:00,2.4,980.75,-200,12.1270636818795,1054,176,767.5,120,1592,1134.5,25.174999713898,28.550000190735,0.900825246940289
2004-07-13,1899-12-31 23:00:00,1.9,970.75,-200,10.9912419446645,1014,155,787.75,111,1585,1115.25,24.325000286102,31.050000190735,0.931648784742775
2004-07-14,1899-12-31 00:00:00,1.4,927,-200,8.75041120554129,929.5,108,840,89,1522.25,1026.25,23.550000190735,33.799999237061,0.968460093903669
2004-07-14,1899-12-31 01:00:00,1.1,867.75,-200,6.74231779902332,845.5,72,925,69,1448,836,23.049999713898,33.825000286102,0.940648723252677
